pair_id,HuBERT base Tr-24,HuBERT ASR-FT Tr-24,MFCC39,STRF24
AN19P:0608f0a973ee16c5,19.70620516917769,6.941496554661217,7.229595011382474,4.60084113777174
AN19P:0609f252887e39c8,18.8895842270107,14.917909961684408,6.889963055552615,4.781609964758113
AN19P:06165887f17d929c,13.38176780276121,7.417172820371036,6.007949576057261,3.758064300410317
AN19P:061779a3fa588f16,16.657065018764946,11.334478650719824,6.6227398137143485,4.162132230053232
AN19P:06203a97129c3218,16.92791605380442,5.745285580418089,7.018801120500385,4.306822029947014
AN19P:063b0df4056c91a3,20.602378735231444,6.332580476834395,7.3829772147723505,4.254857459442505
AN19P:0641ad867a0df72a,28.95693068599704,22.68776919898465,10.346132273631184,7.711418902514689
AN19P:064405269500600d,24.217904338581643,9.227991520965585,8.011491392259025,7.001791699608396
AN19P:065af74a304fff71,12.466836398700478,9.199215688665031,6.214733172100307,4.775521420319497
AN19P:065fd6d2dda520ed,19.22579835725012,7.161122409160872,7.748005835048912,5.786240785474603
AN19P:0662d7f625b1e2ff,16.463595263744807,8.109482497144855,7.200694111858603,4.673551139550224
AN19P:06910c8afd9799bc,19.048631557343548,9.624770547280322,9.831963240532374,6.564094159651342
AN19P:06c3e92dc9eca1a4,15.539746176805949,6.305608864917436,7.57066607115652,5.136774809142025
AN19P:06d04432c41e9541,10.782005317333438,6.8222775999493495,7.766583904728802,5.075086703342084
AN19P:06d1d4c660fd0223,20.28300851943959,18.59404200242439,6.734789468242341,5.758964690562944
AN19P:06e9b6f8fec176bc,13.965350522589793,15.745630719813157,7.200762825912601,4.521631712196578
AN19P:06ece999a3b5ad95,23.10364287919156,15.681539358058874,8.590521404009385,6.019705629830563
AN19P:06ef4cf7e3ff27e2,15.71509961452156,10.985261645493766,6.648639637742192,5.0573303752740495
AN19P:06ffab27dd93aca6,14.172138126146946,14.525245807147847,9.70813501827387,6.62824076144935
AN19P:070cf394c88df383,21.422223327484435,11.726920333056874,9.229082367698858,6.425154499391249
AN19P:070d264d61ca7abd,25.441456758179843,25.91729118477137,9.602499632275942,6.615438371213885
AN19P:070d559ea3e48367,10.706615324405826,6.03945359816014,8.131641052159493,5.913495109236184
